Name,Id
id,1
gender,2
PPE,3
DFA,4
RPDE,5
numPulses,2
numPeriodsPulses,2
meanPeriodPulses,2
stdDevPeriodPulses,5
locPctJitter,5
locAbsJitter,5
rapJitter,5
ppq5Jitter,5
ddpJitter,5
locShimmer,5
locDbShimmer,5
apq3Shimmer,5
apq5Shimmer,5
apq11Shimmer,5
ddaShimmer,5
meanAutoCorrHarmonicity,5
meanNoiseToHarmHarmonicity,5
meanHarmToNoiseHarmonicity,5
minIntensity,6
maxIntensity,6
meanIntensity,6
f1,7
f2,7
f3,8
f4,8
b1,9
b2,10
b3,11
b4,12
GQ_prc5_95,5
GQ_std_cycle_open,5
GQ_std_cycle_closed,5
GNE_mean,13
GNE_std,13
GNE_SNR_TKEO,14
GNE_SNR_SEO,15
GNE_NSR_TKEO,14
GNE_NSR_SEO,16
VFER_mean,2
VFER_std,2
VFER_entropy,2
VFER_SNR_TKEO,17
VFER_SNR_SEO,18
VFER_NSR_TKEO,17
VFER_NSR_SEO,18
IMF_SNR_SEO,9
IMF_SNR_TKEO,19
IMF_SNR_entropy,9
IMF_NSR_SEO,19
IMF_NSR_TKEO,9
IMF_NSR_entropy,19
mean_Log_energy,5
mean_MFCC_0th_coef,20
mean_MFCC_1st_coef,21
mean_MFCC_2nd_coef,4
mean_MFCC_3rd_coef,8
mean_MFCC_4th_coef,22
mean_MFCC_5th_coef,18
mean_MFCC_6th_coef,9
mean_MFCC_7th_coef,23
mean_MFCC_8th_coef,24
mean_MFCC_9th_coef,2
mean_MFCC_10th_coef,22
mean_MFCC_11th_coef,25
mean_MFCC_12th_coef,26
mean_delta_log_energy,27
mean_0th_delta,27
mean_1st_delta,28
mean_2nd_delta,29
mean_3rd_delta,30
mean_4th_delta,31
mean_5th_delta,32
mean_6th_delta,33
mean_7th_delta,34
mean_8th_delta,35
mean_9th_delta,36
mean_10th_delta,37
mean_11th_delta,38
mean_12th_delta,39
mean_delta_delta_log_energy,40
mean_delta_delta_0th,41
mean_1st_delta_delta,41
mean_2nd_delta_delta,42
mean_3rd_delta_delta,43
mean_4th_delta_delta,43
mean_5th_delta_delta,44
mean_6th_delta_delta,42
mean_7th_delta_delta,45
mean_8th_delta_delta,46
mean_9th_delta_delta,47
mean_10th_delta_delta,48
mean_11th_delta_delta,49
mean_12th_delta_delta,50
std_Log_energy,5
std_MFCC_0th_coef,51
std_MFCC_1st_coef,51
std_MFCC_2nd_coef,51
std_MFCC_3rd_coef,52
std_MFCC_4th_coef,52
std_MFCC_5th_coef,52
std_MFCC_6th_coef,52
std_MFCC_7th_coef,52
std_MFCC_8th_coef,52
std_MFCC_9th_coef,52
std_MFCC_10th_coef,52
std_MFCC_11th_coef,52
std_MFCC_12th_coef,52
std_delta_log_energy,5
std_0th_delta,51
std_1st_delta,51
std_2nd_delta,51
std_3rd_delta,52
std_4th_delta,52
std_5th_delta,52
std_6th_delta,52
std_7th_delta,52
std_8th_delta,52
std_9th_delta,52
std_10th_delta,52
std_11th_delta,52
std_12th_delta,52
std_delta_delta_log_energy,5
std_delta_delta_0th,51
std_1st_delta_delta,51
std_2nd_delta_delta,51
std_3rd_delta_delta,52
std_4th_delta_delta,52
std_5th_delta_delta,52
std_6th_delta_delta,52
std_7th_delta_delta,52
std_8th_delta_delta,52
std_9th_delta_delta,52
std_10th_delta_delta,52
std_11th_delta_delta,52
std_12th_delta_delta,52
Ea,53
Ed_1_coef,53
Ed_2_coef,53
Ed_3_coef,53
Ed_4_coef,53
Ed_5_coef,53
Ed_6_coef,53
Ed_7_coef,53
Ed_8_coef,53
Ed_9_coef,53
Ed_10_coef,53
det_entropy_shannon_1_coef,3
det_entropy_shannon_2_coef,3
det_entropy_shannon_3_coef,53
det_entropy_shannon_4_coef,53
det_entropy_shannon_5_coef,53
det_entropy_shannon_6_coef,53
det_entropy_shannon_7_coef,53
det_entropy_shannon_8_coef,53
det_entropy_shannon_9_coef,53
det_entropy_shannon_10_coef,53
det_entropy_log_1_coef,53
det_entropy_log_2_coef,53
det_entropy_log_3_coef,53
det_entropy_log_4_coef,53
det_entropy_log_5_coef,53
det_entropy_log_6_coef,53
det_entropy_log_7_coef,53
det_entropy_log_8_coef,53
det_entropy_log_9_coef,53
det_entropy_log_10_coef,53
det_TKEO_mean_1_coef,53
det_TKEO_mean_2_coef,53
det_TKEO_mean_3_coef,53
det_TKEO_mean_4_coef,53
det_TKEO_mean_5_coef,53
det_TKEO_mean_6_coef,53
det_TKEO_mean_7_coef,53
det_TKEO_mean_8_coef,53
det_TKEO_mean_9_coef,53
det_TKEO_mean_10_coef,53
det_TKEO_std_1_coef,53
det_TKEO_std_2_coef,53
det_TKEO_std_3_coef,53
det_TKEO_std_4_coef,53
det_TKEO_std_5_coef,53
det_TKEO_std_6_coef,53
det_TKEO_std_7_coef,53
det_TKEO_std_8_coef,53
det_TKEO_std_9_coef,53
det_TKEO_std_10_coef,53
app_entropy_shannon_1_coef,2
app_entropy_shannon_2_coef,2
app_entropy_shannon_3_coef,2
app_entropy_shannon_4_coef,2
app_entropy_shannon_5_coef,2
app_entropy_shannon_6_coef,2
app_entropy_shannon_7_coef,2
app_entropy_shannon_8_coef,2
app_entropy_shannon_9_coef,2
app_entropy_shannon_10_coef,2
app_entropy_log_1_coef,2
app_entropy_log_2_coef,2
app_entropy_log_3_coef,2
app_entropy_log_4_coef,2
app_entropy_log_5_coef,2
app_entropy_log_6_coef,2
app_entropy_log_7_coef,2
app_entropy_log_8_coef,2
app_entropy_log_9_coef,2
app_entropy_log_10_coef,2
app_det_TKEO_mean_1_coef,2
app_det_TKEO_mean_2_coef,2
app_det_TKEO_mean_3_coef,2
app_det_TKEO_mean_4_coef,2
app_det_TKEO_mean_5_coef,2
app_det_TKEO_mean_6_coef,2
app_det_TKEO_mean_7_coef,2
app_det_TKEO_mean_8_coef,2
app_det_TKEO_mean_9_coef,2
app_det_TKEO_mean_10_coef,2
app_TKEO_std_1_coef,2
app_TKEO_std_2_coef,2
app_TKEO_std_3_coef,2
app_TKEO_std_4_coef,2
app_TKEO_std_5_coef,2
app_TKEO_std_6_coef,2
app_TKEO_std_7_coef,2
app_TKEO_std_8_coef,2
app_TKEO_std_9_coef,2
app_TKEO_std_10_coef,2
Ea2,53
Ed2_1_coef,53
Ed2_2_coef,53
Ed2_3_coef,53
Ed2_4_coef,53
Ed2_5_coef,53
Ed2_6_coef,53
Ed2_7_coef,53
Ed2_8_coef,53
Ed2_9_coef,53
Ed2_10_coef,53
det_LT_entropy_shannon_1_coef,53
det_LT_entropy_shannon_2_coef,53
det_LT_entropy_shannon_3_coef,53
det_LT_entropy_shannon_4_coef,53
det_LT_entropy_shannon_5_coef,53
det_LT_entropy_shannon_6_coef,54
det_LT_entropy_shannon_7_coef,54
det_LT_entropy_shannon_8_coef,54
det_LT_entropy_shannon_9_coef,55
det_LT_entropy_shannon_10_coef,55
det_LT_entropy_log_1_coef,53
det_LT_entropy_log_2_coef,53
det_LT_entropy_log_3_coef,53
det_LT_entropy_log_4_coef,53
det_LT_entropy_log_5_coef,53
det_LT_entropy_log_6_coef,53
det_LT_entropy_log_7_coef,53
det_LT_entropy_log_8_coef,53
det_LT_entropy_log_9_coef,53
det_LT_entropy_log_10_coef,53
det_LT_TKEO_mean_1_coef,53
det_LT_TKEO_mean_2_coef,53
det_LT_TKEO_mean_3_coef,53
det_LT_TKEO_mean_4_coef,53
det_LT_TKEO_mean_5_coef,53
det_LT_TKEO_mean_6_coef,53
det_LT_TKEO_mean_7_coef,53
det_LT_TKEO_mean_8_coef,53
det_LT_TKEO_mean_9_coef,53
det_LT_TKEO_mean_10_coef,53
det_LT_TKEO_std_1_coef,53
det_LT_TKEO_std_2_coef,53
det_LT_TKEO_std_3_coef,53
det_LT_TKEO_std_4_coef,53
det_LT_TKEO_std_5_coef,53
det_LT_TKEO_std_6_coef,53
det_LT_TKEO_std_7_coef,53
