Name,Id
id,1
gender,2
PPE,3
DFA,4
RPDE,3
numPulses,2
numPeriodsPulses,2
meanPeriodPulses,2
stdDevPeriodPulses,3
locPctJitter,3
locAbsJitter,3
rapJitter,3
ppq5Jitter,3
ddpJitter,3
locShimmer,3
locDbShimmer,3
apq3Shimmer,3
apq5Shimmer,3
apq11Shimmer,3
ddaShimmer,3
meanAutoCorrHarmonicity,3
meanNoiseToHarmHarmonicity,3
meanHarmToNoiseHarmonicity,3
minIntensity,5
maxIntensity,5
meanIntensity,5
f1,6
f2,6
f3,7
f4,7
b1,8
b2,9
b3,7
b4,10
GQ_prc5_95,3
GQ_std_cycle_open,3
GQ_std_cycle_closed,3
GNE_mean,11
GNE_std,11
GNE_SNR_TKEO,9
GNE_SNR_SEO,9
GNE_NSR_TKEO,9
GNE_NSR_SEO,12
VFER_mean,2
VFER_std,2
VFER_entropy,2
VFER_SNR_TKEO,13
VFER_SNR_SEO,14
VFER_NSR_TKEO,13
VFER_NSR_SEO,14
IMF_SNR_SEO,8
IMF_SNR_TKEO,15
IMF_SNR_entropy,8
IMF_NSR_SEO,15
IMF_NSR_TKEO,8
IMF_NSR_entropy,15
mean_Log_energy,3
mean_MFCC_0th_coef,5
mean_MFCC_1st_coef,16
mean_MFCC_2nd_coef,4
mean_MFCC_3rd_coef,7
mean_MFCC_4th_coef,6
mean_MFCC_5th_coef,14
mean_MFCC_6th_coef,8
mean_MFCC_7th_coef,16
mean_MFCC_8th_coef,11
mean_MFCC_9th_coef,2
mean_MFCC_10th_coef,6
mean_MFCC_11th_coef,17
mean_MFCC_12th_coef,11
mean_delta_log_energy,18
mean_0th_delta,18
mean_1st_delta,19
mean_2nd_delta,20
mean_3rd_delta,19
mean_4th_delta,21
mean_5th_delta,18
mean_6th_delta,20
mean_7th_delta,22
mean_8th_delta,23
mean_9th_delta,22
mean_10th_delta,24
mean_11th_delta,25
mean_12th_delta,26
mean_delta_delta_log_energy,27
mean_delta_delta_0th,28
mean_1st_delta_delta,28
mean_2nd_delta_delta,29
mean_3rd_delta_delta,30
mean_4th_delta_delta,30
mean_5th_delta_delta,28
mean_6th_delta_delta,29
mean_7th_delta_delta,31
mean_8th_delta_delta,30
mean_9th_delta_delta,28
mean_10th_delta_delta,29
mean_11th_delta_delta,31
mean_12th_delta_delta,32
std_Log_energy,3
std_MFCC_0th_coef,33
std_MFCC_1st_coef,33
std_MFCC_2nd_coef,33
std_MFCC_3rd_coef,33
std_MFCC_4th_coef,33
std_MFCC_5th_coef,33
std_MFCC_6th_coef,33
std_MFCC_7th_coef,33
std_MFCC_8th_coef,33
std_MFCC_9th_coef,33
std_MFCC_10th_coef,33
std_MFCC_11th_coef,33
std_MFCC_12th_coef,33
std_delta_log_energy,3
std_0th_delta,33
std_1st_delta,33
std_2nd_delta,33
std_3rd_delta,33
std_4th_delta,33
std_5th_delta,33
std_6th_delta,33
std_7th_delta,33
std_8th_delta,33
std_9th_delta,33
std_10th_delta,33
std_11th_delta,33
std_12th_delta,33
std_delta_delta_log_energy,3
std_delta_delta_0th,33
std_1st_delta_delta,33
std_2nd_delta_delta,33
std_3rd_delta_delta,33
std_4th_delta_delta,33
std_5th_delta_delta,33
std_6th_delta_delta,33
std_7th_delta_delta,33
std_8th_delta_delta,33
std_9th_delta_delta,33
std_10th_delta_delta,33
std_11th_delta_delta,33
std_12th_delta_delta,33
Ea,34
Ed_1_coef,34
Ed_2_coef,34
Ed_3_coef,34
Ed_4_coef,34
Ed_5_coef,34
Ed_6_coef,34
Ed_7_coef,34
Ed_8_coef,34
Ed_9_coef,34
Ed_10_coef,34
det_entropy_shannon_1_coef,3
det_entropy_shannon_2_coef,3
det_entropy_shannon_3_coef,34
det_entropy_shannon_4_coef,34
det_entropy_shannon_5_coef,34
det_entropy_shannon_6_coef,34
det_entropy_shannon_7_coef,34
det_entropy_shannon_8_coef,34
det_entropy_shannon_9_coef,34
det_entropy_shannon_10_coef,34
det_entropy_log_1_coef,34
det_entropy_log_2_coef,34
det_entropy_log_3_coef,34
det_entropy_log_4_coef,34
det_entropy_log_5_coef,34
det_entropy_log_6_coef,34
det_entropy_log_7_coef,34
det_entropy_log_8_coef,34
det_entropy_log_9_coef,34
det_entropy_log_10_coef,34
det_TKEO_mean_1_coef,34
det_TKEO_mean_2_coef,34
det_TKEO_mean_3_coef,34
det_TKEO_mean_4_coef,34
det_TKEO_mean_5_coef,34
det_TKEO_mean_6_coef,34
det_TKEO_mean_7_coef,34
det_TKEO_mean_8_coef,34
det_TKEO_mean_9_coef,34
det_TKEO_mean_10_coef,34
det_TKEO_std_1_coef,34
det_TKEO_std_2_coef,34
det_TKEO_std_3_coef,34
det_TKEO_std_4_coef,34
det_TKEO_std_5_coef,34
det_TKEO_std_6_coef,34
det_TKEO_std_7_coef,34
det_TKEO_std_8_coef,34
det_TKEO_std_9_coef,34
det_TKEO_std_10_coef,34
app_entropy_shannon_1_coef,2
app_entropy_shannon_2_coef,2
app_entropy_shannon_3_coef,2
app_entropy_shannon_4_coef,2
app_entropy_shannon_5_coef,2
app_entropy_shannon_6_coef,2
app_entropy_shannon_7_coef,2
app_entropy_shannon_8_coef,2
app_entropy_shannon_9_coef,2
app_entropy_shannon_10_coef,2
app_entropy_log_1_coef,2
app_entropy_log_2_coef,2
app_entropy_log_3_coef,2
app_entropy_log_4_coef,2
app_entropy_log_5_coef,2
app_entropy_log_6_coef,2
app_entropy_log_7_coef,2
app_entropy_log_8_coef,2
app_entropy_log_9_coef,2
app_entropy_log_10_coef,2
app_det_TKEO_mean_1_coef,2
app_det_TKEO_mean_2_coef,2
app_det_TKEO_mean_3_coef,2
app_det_TKEO_mean_4_coef,2
app_det_TKEO_mean_5_coef,2
app_det_TKEO_mean_6_coef,2
app_det_TKEO_mean_7_coef,2
app_det_TKEO_mean_8_coef,2
app_det_TKEO_mean_9_coef,2
app_det_TKEO_mean_10_coef,2
app_TKEO_std_1_coef,2
app_TKEO_std_2_coef,2
app_TKEO_std_3_coef,2
app_TKEO_std_4_coef,2
app_TKEO_std_5_coef,2
app_TKEO_std_6_coef,2
app_TKEO_std_7_coef,2
app_TKEO_std_8_coef,2
app_TKEO_std_9_coef,2
app_TKEO_std_10_coef,2
Ea2,34
Ed2_1_coef,34
Ed2_2_coef,34
Ed2_3_coef,34
Ed2_4_coef,34
Ed2_5_coef,34
Ed2_6_coef,34
Ed2_7_coef,34
Ed2_8_coef,34
Ed2_9_coef,34
Ed2_10_coef,34
det_LT_entropy_shannon_1_coef,34
det_LT_entropy_shannon_2_coef,34
det_LT_entropy_shannon_3_coef,34
det_LT_entropy_shannon_4_coef,34
det_LT_entropy_shannon_5_coef,34
det_LT_entropy_shannon_6_coef,35
det_LT_entropy_shannon_7_coef,35
det_LT_entropy_shannon_8_coef,35
det_LT_entropy_shannon_9_coef,35
det_LT_entropy_shannon_10_coef,35
det_LT_entropy_log_1_coef,34
det_LT_entropy_log_2_coef,34
det_LT_entropy_log_3_coef,34
det_LT_entropy_log_4_coef,34
det_LT_entropy_log_5_coef,34
det_LT_entropy_log_6_coef,34
det_LT_entropy_log_7_coef,34
det_LT_entropy_log_8_coef,34
det_LT_entropy_log_9_coef,34
det_LT_entropy_log_10_coef,34
det_LT_TKEO_mean_1_coef,34
det_LT_TKEO_mean_2_coef,34
det_LT_TKEO_mean_3_coef,34
det_LT_TKEO_mean_4_coef,34
det_LT_TKEO_mean_5_coef,34
det_LT_TKEO_mean_6_coef,34
det_LT_TKEO_mean_7_coef,34
det_LT_TKEO_mean_8_coef,34
det_LT_TKEO_mean_9_coef,34
det_LT_TKEO_mean_10_coef,34
det_LT_TKEO_std_1_coef,34
det_LT_TKEO_std_2_coef,34
det_LT_TKEO_std_3_coef,34
det_LT_TKEO_std_4_coef,34
det_LT_TKEO_std_5_coef,34
det_LT_TKEO_std_6_coef,34
det_LT_TKEO_std_7_coef,34
