Name,Id
id,1
gender,2
PPE,3
DFA,4
RPDE,5
numPulses,6
numPeriodsPulses,6
meanPeriodPulses,6
stdDevPeriodPulses,7
locPctJitter,7
locAbsJitter,7
rapJitter,7
ppq5Jitter,7
ddpJitter,7
locShimmer,8
locDbShimmer,8
apq3Shimmer,8
apq5Shimmer,8
apq11Shimmer,8
ddaShimmer,8
meanAutoCorrHarmonicity,5
meanNoiseToHarmHarmonicity,5
meanHarmToNoiseHarmonicity,5
minIntensity,9
maxIntensity,9
meanIntensity,9
f1,10
f2,11
f3,12
f4,12
b1,13
b2,14
b3,15
b4,16
GQ_prc5_95,17
GQ_std_cycle_open,18
GQ_std_cycle_closed,17
GNE_mean,19
GNE_std,19
GNE_SNR_TKEO,20
GNE_SNR_SEO,21
GNE_NSR_TKEO,20
GNE_NSR_SEO,22
VFER_mean,23
VFER_std,23
VFER_entropy,23
VFER_SNR_TKEO,24
VFER_SNR_SEO,25
VFER_NSR_TKEO,24
VFER_NSR_SEO,25
IMF_SNR_SEO,26
IMF_SNR_TKEO,27
IMF_SNR_entropy,26
IMF_NSR_SEO,28
IMF_NSR_TKEO,26
IMF_NSR_entropy,28
mean_Log_energy,29
mean_MFCC_0th_coef,30
mean_MFCC_1st_coef,31
mean_MFCC_2nd_coef,4
mean_MFCC_3rd_coef,32
mean_MFCC_4th_coef,33
mean_MFCC_5th_coef,34
mean_MFCC_6th_coef,35
mean_MFCC_7th_coef,36
mean_MFCC_8th_coef,37
mean_MFCC_9th_coef,2
mean_MFCC_10th_coef,38
mean_MFCC_11th_coef,39
mean_MFCC_12th_coef,40
mean_delta_log_energy,41
mean_0th_delta,41
mean_1st_delta,42
mean_2nd_delta,43
mean_3rd_delta,44
mean_4th_delta,45
mean_5th_delta,46
mean_6th_delta,47
mean_7th_delta,48
mean_8th_delta,49
mean_9th_delta,50
mean_10th_delta,51
mean_11th_delta,52
mean_12th_delta,53
mean_delta_delta_log_energy,54
mean_delta_delta_0th,55
mean_1st_delta_delta,55
mean_2nd_delta_delta,56
mean_3rd_delta_delta,57
mean_4th_delta_delta,58
mean_5th_delta_delta,59
mean_6th_delta_delta,60
mean_7th_delta_delta,61
mean_8th_delta_delta,62
mean_9th_delta_delta,63
mean_10th_delta_delta,64
mean_11th_delta_delta,65
mean_12th_delta_delta,66
std_Log_energy,29
std_MFCC_0th_coef,67
std_MFCC_1st_coef,67
std_MFCC_2nd_coef,68
std_MFCC_3rd_coef,69
std_MFCC_4th_coef,69
std_MFCC_5th_coef,69
std_MFCC_6th_coef,69
std_MFCC_7th_coef,69
std_MFCC_8th_coef,70
std_MFCC_9th_coef,70
std_MFCC_10th_coef,70
std_MFCC_11th_coef,70
std_MFCC_12th_coef,71
std_delta_log_energy,29
std_0th_delta,67
std_1st_delta,67
std_2nd_delta,68
std_3rd_delta,69
std_4th_delta,69
std_5th_delta,69
std_6th_delta,69
std_7th_delta,69
std_8th_delta,70
std_9th_delta,70
std_10th_delta,70
std_11th_delta,70
std_12th_delta,71
std_delta_delta_log_energy,29
std_delta_delta_0th,67
std_1st_delta_delta,67
std_2nd_delta_delta,68
std_3rd_delta_delta,69
std_4th_delta_delta,69
std_5th_delta_delta,69
std_6th_delta_delta,69
std_7th_delta_delta,69
std_8th_delta_delta,70
std_9th_delta_delta,70
std_10th_delta_delta,70
std_11th_delta_delta,70
std_12th_delta_delta,71
Ea,72
Ed_1_coef,73
Ed_2_coef,74
Ed_3_coef,74
Ed_4_coef,75
Ed_5_coef,76
Ed_6_coef,74
Ed_7_coef,72
Ed_8_coef,72
Ed_9_coef,72
Ed_10_coef,72
det_entropy_shannon_1_coef,77
det_entropy_shannon_2_coef,3
det_entropy_shannon_3_coef,74
det_entropy_shannon_4_coef,75
det_entropy_shannon_5_coef,76
det_entropy_shannon_6_coef,74
det_entropy_shannon_7_coef,72
det_entropy_shannon_8_coef,72
det_entropy_shannon_9_coef,72
det_entropy_shannon_10_coef,72
det_entropy_log_1_coef,73
det_entropy_log_2_coef,73
det_entropy_log_3_coef,74
det_entropy_log_4_coef,75
det_entropy_log_5_coef,76
det_entropy_log_6_coef,74
det_entropy_log_7_coef,72
det_entropy_log_8_coef,72
det_entropy_log_9_coef,72
det_entropy_log_10_coef,72
det_TKEO_mean_1_coef,73
det_TKEO_mean_2_coef,73
det_TKEO_mean_3_coef,74
det_TKEO_mean_4_coef,75
det_TKEO_mean_5_coef,76
det_TKEO_mean_6_coef,74
det_TKEO_mean_7_coef,72
det_TKEO_mean_8_coef,72
det_TKEO_mean_9_coef,72
det_TKEO_mean_10_coef,72
det_TKEO_std_1_coef,73
det_TKEO_std_2_coef,73
det_TKEO_std_3_coef,74
det_TKEO_std_4_coef,75
det_TKEO_std_5_coef,76
det_TKEO_std_6_coef,74
det_TKEO_std_7_coef,72
det_TKEO_std_8_coef,72
det_TKEO_std_9_coef,72
det_TKEO_std_10_coef,72
app_entropy_shannon_1_coef,6
app_entropy_shannon_2_coef,6
app_entropy_shannon_3_coef,6
app_entropy_shannon_4_coef,6
app_entropy_shannon_5_coef,6
app_entropy_shannon_6_coef,6
app_entropy_shannon_7_coef,6
app_entropy_shannon_8_coef,6
app_entropy_shannon_9_coef,6
app_entropy_shannon_10_coef,6
app_entropy_log_1_coef,6
app_entropy_log_2_coef,6
app_entropy_log_3_coef,6
app_entropy_log_4_coef,6
app_entropy_log_5_coef,6
app_entropy_log_6_coef,6
app_entropy_log_7_coef,6
app_entropy_log_8_coef,6
app_entropy_log_9_coef,6
app_entropy_log_10_coef,6
app_det_TKEO_mean_1_coef,6
app_det_TKEO_mean_2_coef,6
app_det_TKEO_mean_3_coef,6
app_det_TKEO_mean_4_coef,6
app_det_TKEO_mean_5_coef,6
app_det_TKEO_mean_6_coef,6
app_det_TKEO_mean_7_coef,6
app_det_TKEO_mean_8_coef,6
app_det_TKEO_mean_9_coef,6
app_det_TKEO_mean_10_coef,6
app_TKEO_std_1_coef,6
app_TKEO_std_2_coef,6
app_TKEO_std_3_coef,6
app_TKEO_std_4_coef,6
app_TKEO_std_5_coef,6
app_TKEO_std_6_coef,6
app_TKEO_std_7_coef,6
app_TKEO_std_8_coef,6
app_TKEO_std_9_coef,6
app_TKEO_std_10_coef,6
Ea2,72
Ed2_1_coef,73
Ed2_2_coef,74
Ed2_3_coef,74
Ed2_4_coef,75
Ed2_5_coef,76
Ed2_6_coef,74
Ed2_7_coef,72
Ed2_8_coef,72
Ed2_9_coef,72
Ed2_10_coef,72
det_LT_entropy_shannon_1_coef,73
det_LT_entropy_shannon_2_coef,74
det_LT_entropy_shannon_3_coef,74
det_LT_entropy_shannon_4_coef,75
det_LT_entropy_shannon_5_coef,76
det_LT_entropy_shannon_6_coef,78
det_LT_entropy_shannon_7_coef,79
det_LT_entropy_shannon_8_coef,79
det_LT_entropy_shannon_9_coef,80
det_LT_entropy_shannon_10_coef,80
det_LT_entropy_log_1_coef,73
det_LT_entropy_log_2_coef,74
det_LT_entropy_log_3_coef,74
det_LT_entropy_log_4_coef,75
det_LT_entropy_log_5_coef,76
det_LT_entropy_log_6_coef,74
det_LT_entropy_log_7_coef,72
det_LT_entropy_log_8_coef,72
det_LT_entropy_log_9_coef,72
det_LT_entropy_log_10_coef,72
det_LT_TKEO_mean_1_coef,73
det_LT_TKEO_mean_2_coef,74
det_LT_TKEO_mean_3_coef,74
det_LT_TKEO_mean_4_coef,75
det_LT_TKEO_mean_5_coef,76
det_LT_TKEO_mean_6_coef,74
det_LT_TKEO_mean_7_coef,72
det_LT_TKEO_mean_8_coef,72
det_LT_TKEO_mean_9_coef,72
det_LT_TKEO_mean_10_coef,72
det_LT_TKEO_std_1_coef,73
det_LT_TKEO_std_2_coef,74
det_LT_TKEO_std_3_coef,74
det_LT_TKEO_std_4_coef,75
det_LT_TKEO_std_5_coef,76
det_LT_TKEO_std_6_coef,74
det_LT_TKEO_std_7_coef,72
